example_id,question,reference_answers,baseline_answer,por_candidate,por_candidates_json,por_primary_candidate,por_sample_count,por_mode,threshold,threshold_label,threshold_value,drift,coherence,instability_score,semantic_agreement_score,semantic_agreement_risk,self_check_label,self_check_risk,risk_v2,decision_v2,contradiction_label,contradiction_risk,risk_v2_1,decision_v2_1,self_check_no_penalty,self_check_no_override_applied,risk_v2_2,decision_v2_2,effective_decision,por_decision,final_output,correctness_label,silence_flag,false_silence_flag,accepted_error_flag,error
q001,In which city does the government of France sit?,"[""Paris""]","The government of France is located in Paris, the capital city of France.","The government of France is located in Paris, the capital city of France.","[""The government of France is located in Paris, the capital city of France.""]","The government of France is located in Paris, the capital city of France.",1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,"The government of France is located in Paris, the capital city of France.",correct,False,False,False,
q001,In which city does the government of France sit?,"[""Paris""]","The government of France is located in Paris, the capital city of France.","The government of France is located in Paris, the capital city of France.","[""The government of France is located in Paris, the capital city of France."", ""The government of France is located in Paris, France."", ""The government of France is located in Paris, the capital city of France.""]","The government of France is located in Paris, the capital city of France.",3,v2,0.34999999999999998,0.34999999999999998,0.35,0.06718079798273513,0.6917144638660747,0.1877331670583302,0.7777777777777777,0.22222222222222232,YES,0.0,0.14175993348999877,PROCEED,,,,,,,,,PROCEED,PROCEED,"The government of France is located in Paris, the capital city of France.",correct,False,False,False,
q001,In which city does the government of France sit?,"[""Paris""]","The government of France is located in Paris, the capital city of France.","The government of France is located in Paris, the capital city of France.","[""The government of France is located in Paris, the capital city of France."", ""The government of France is located in Paris, France."", ""The government of France is located in Paris, the capital city of France.""]","The government of France is located in Paris, the capital city of France.",3,v2,0.39000000000000001,0.39000000000000001,0.39,0.06718079798273513,0.6917144638660747,0.1877331670583302,0.7777777777777777,0.22222222222222232,YES,0.0,0.14175993348999877,PROCEED,,,,,,,,,PROCEED,PROCEED,"The government of France is located in Paris, the capital city of France.",correct,False,False,False,
q001,In which city does the government of France sit?,"[""Paris""]","The government of France is located in Paris, the capital city of France.","The government of France is located in Paris, the capital city of France.","[""The government of France is located in Paris, the capital city of France."", ""The government of France is located in Paris, France."", ""The government of France is located in Paris, the capital city of France.""]","The government of France is located in Paris, the capital city of France.",3,v2,0.41999999999999998,0.41999999999999998,0.42,0.06718079798273513,0.6917144638660747,0.1877331670583302,0.7777777777777777,0.22222222222222232,YES,0.0,0.14175993348999877,PROCEED,,,,,,,,,PROCEED,PROCEED,"The government of France is located in Paris, the capital city of France.",correct,False,False,False,
q001,In which city does the government of France sit?,"[""Paris""]","The government of France is located in Paris, the capital city of France.","The government of France is located in Paris, the capital city of France.","[""The government of France is located in Paris, the capital city of France."", ""The government of France is located in Paris, France."", ""The government of France is located in Paris, the capital city of France.""]","The government of France is located in Paris, the capital city of France.",3,v2,0.42999999999999999,0.42999999999999999,0.43,0.06718079798273513,0.6917144638660747,0.1877331670583302,0.7777777777777777,0.22222222222222232,YES,0.0,0.14175993348999877,PROCEED,,,,,,,,,PROCEED,PROCEED,"The government of France is located in Paris, the capital city of France.",correct,False,False,False,
q002,Name the capital city of Japan.,"[""Tokyo""]",The capital city of Japan is Tokyo.,The capital city of Japan is Tokyo.,"[""The capital city of Japan is Tokyo.""]",The capital city of Japan is Tokyo.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital city of Japan is Tokyo.,correct,False,False,False,
q002,Name the capital city of Japan.,"[""Tokyo""]",The capital city of Japan is Tokyo.,The capital city of Japan is Tokyo.,"[""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo.""]",The capital city of Japan is Tokyo.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital city of Japan is Tokyo.,correct,False,False,False,
q002,Name the capital city of Japan.,"[""Tokyo""]",The capital city of Japan is Tokyo.,The capital city of Japan is Tokyo.,"[""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo.""]",The capital city of Japan is Tokyo.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital city of Japan is Tokyo.,correct,False,False,False,
q002,Name the capital city of Japan.,"[""Tokyo""]",The capital city of Japan is Tokyo.,The capital city of Japan is Tokyo.,"[""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo.""]",The capital city of Japan is Tokyo.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital city of Japan is Tokyo.,correct,False,False,False,
q002,Name the capital city of Japan.,"[""Tokyo""]",The capital city of Japan is Tokyo.,The capital city of Japan is Tokyo.,"[""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo."", ""The capital city of Japan is Tokyo.""]",The capital city of Japan is Tokyo.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital city of Japan is Tokyo.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital of Australia is Canberra."", ""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital of Australia is Canberra."", ""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital of Australia is Canberra."", ""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q003,What city is the capital of Australia?,"[""Canberra""]",The capital of Australia is Canberra.,The capital of Australia is Canberra.,"[""The capital of Australia is Canberra."", ""The capital of Australia is Canberra."", ""The capital of Australia is Canberra.""]",The capital of Australia is Canberra.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.6172133998483678,0.19139330007581612,1.0,0.0,YES,0.0,0.07655732003032645,PROCEED,,,,,,,,,PROCEED,PROCEED,The capital of Australia is Canberra.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,The city that serves as Canada's federal capital is Ottawa.,correct,False,False,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa, also known as the \""Queen's Capital.\"" This designation honors Queen Elizabeth II, who served as Canada's monarch from 1952 until her death in 1963. Ottawa is located in the northeastern part of the country and is the capital of Ontario province."", ""The capital of Canada is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.3874584952475655,0.5976143046671969,0.3949220952901843,0.18642583470169674,0.8135741652983033,YES,0.0,0.4020410877055647,SILENCE,,,,,,,,,SILENCE,SILENCE,,wrong,True,True,False,
q004,Which city serves as Canada's federal capital?,"[""Ottawa""]",The city that serves as Canada's federal capital is Ottawa.,The city that serves as Canada's federal capital is Ottawa.,"[""The city that serves as Canada's federal capital is Ottawa."", ""The city that serves as Canada's federal capital is Ottawa, also known as the \""Queen's Capital.\"" This designation honors Queen Elizabeth II, who served as Canada's monarch from 1952 until her death in 1963. Ottawa is located in the northeastern part of the country and is the capital of Ontario province."", ""The capital of Canada is Ottawa.""]",The city that serves as Canada's federal capital is Ottawa.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.3874584952475655,0.5976143046671969,0.3949220952901843,0.18642583470169674,0.8135741652983033,YES,0.0,0.4020410877055647,SILENCE,,,,,,,,,SILENCE,SILENCE,,wrong,True,True,False,
