example_id,threshold,question,reference_answers,baseline_answer,primary_candidate,final_answer_or_effective_answer,normalized_reference_answers,normalized_final_answer,correctness_label,silence_flag,false_silence_flag,self_check_label,contradiction_label,semantic_agreement_score,drift,coherence,instability_v1,risk_v2,risk_v2_1,risk_v2_2,self_check_no_override_applied,decision_v1,decision_v2,decision_v2_1,decision_v2_2,effective_decision
q001,0.34999999999999998,What is the capital of France?,"[""Paris""]",Paris.,Paris.,Paris.,"[""paris""]",paris,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q001,0.39000000000000001,What is the capital of France?,"[""Paris""]",Paris.,Paris.,Paris.,"[""paris""]",paris,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q001,0.41999999999999998,What is the capital of France?,"[""Paris""]",Paris.,Paris.,Paris.,"[""paris""]",paris,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q001,0.42999999999999999,What is the capital of France?,"[""Paris""]",Paris.,Paris.,Paris.,"[""paris""]",paris,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q002,0.34999999999999998,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,Gabriel García Márquez.,"[""gabriel garc a m rquez""]",gabriel garc a m rquez,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q002,0.39000000000000001,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,Gabriel García Márquez.,"[""gabriel garc a m rquez""]",gabriel garc a m rquez,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q002,0.41999999999999998,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,Gabriel García Márquez.,"[""gabriel garc a m rquez""]",gabriel garc a m rquez,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q002,0.42999999999999999,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,Gabriel García Márquez.,"[""gabriel garc a m rquez""]",gabriel garc a m rquez,correct,False,False,YES,,1.0,0.0,0.0,0.5,0.2,,,,SILENCE,PROCEED,,,PROCEED
q003,0.34999999999999998,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,Jupiter.,"[""jupiter""]",jupiter,correct,False,False,YES,,1.0,0.0,0.30151134457776363,0.3492443277111182,0.13969773108444727,,,,PROCEED,PROCEED,,,PROCEED
q003,0.39000000000000001,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,Jupiter.,"[""jupiter""]",jupiter,correct,False,False,YES,,1.0,0.0,0.30151134457776363,0.3492443277111182,0.13969773108444727,,,,PROCEED,PROCEED,,,PROCEED
q003,0.41999999999999998,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,Jupiter.,"[""jupiter""]",jupiter,correct,False,False,YES,,1.0,0.0,0.30151134457776363,0.3492443277111182,0.13969773108444727,,,,PROCEED,PROCEED,,,PROCEED
q003,0.42999999999999999,What is the largest planet in our solar system?,"[""Jupiter""]",Jupiter.,Jupiter.,Jupiter.,"[""jupiter""]",jupiter,correct,False,False,YES,,1.0,0.0,0.30151134457776363,0.3492443277111182,0.13969773108444727,,,,PROCEED,PROCEED,,,PROCEED
q004,0.34999999999999998,What is the chemical symbol for water?,"[""H2O""]",The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,The chemical symbol for water is H₂O.,"[""h2o""]",the chemical symbol for water is h2o,correct,False,False,YES,,1.0,0.0,0.7142857142857142,0.1428571428571429,0.05714285714285716,,,,PROCEED,PROCEED,,,PROCEED
