example_id,question,reference_answers,baseline_answer,por_candidate,por_candidates_json,por_primary_candidate,por_sample_count,por_mode,threshold,threshold_label,threshold_value,drift,coherence,instability_score,semantic_agreement_score,semantic_agreement_risk,self_check_label,self_check_risk,risk_v2,decision_v2,contradiction_label,contradiction_risk,risk_v2_1,decision_v2_1,self_check_no_penalty,self_check_no_override_applied,risk_v2_2,decision_v2_2,effective_decision,por_decision,final_output,correctness_label,silence_flag,false_silence_flag,accepted_error_flag,error
q001,What is the capital of France?,"[""Paris""]",Paris is the capital of France.,Paris is the capital of France.,"[""Paris is the capital of France.""]",Paris is the capital of France.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Paris is the capital of France.,correct,False,False,False,
q001,What is the capital of France?,"[""Paris""]",Paris is the capital of France.,Paris is the capital of France.,"[""Paris is the capital of France."", ""Paris"", ""Paris""]",Paris is the capital of France.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.39450113969075795,0.6666666666666669,0.36391723651204555,0.5555555555555555,0.44444444444444453,YES,0.0,0.2789002279381516,PROCEED,,,,,,,,,PROCEED,SILENCE,Paris is the capital of France.,correct,False,False,False,
q001,What is the capital of France?,"[""Paris""]",Paris is the capital of France.,Paris is the capital of France.,"[""Paris is the capital of France."", ""Paris"", ""Paris""]",Paris is the capital of France.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.39450113969075795,0.6666666666666669,0.36391723651204555,0.5555555555555555,0.44444444444444453,YES,0.0,0.2789002279381516,PROCEED,,,,,,,,,PROCEED,PROCEED,Paris is the capital of France.,correct,False,False,False,
q001,What is the capital of France?,"[""Paris""]",Paris is the capital of France.,Paris is the capital of France.,"[""Paris is the capital of France."", ""Paris"", ""Paris""]",Paris is the capital of France.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.39450113969075795,0.6666666666666669,0.36391723651204555,0.5555555555555555,0.44444444444444453,YES,0.0,0.2789002279381516,PROCEED,,,,,,,,,PROCEED,PROCEED,Paris is the capital of France.,correct,False,False,False,
q001,What is the capital of France?,"[""Paris""]",Paris is the capital of France.,Paris is the capital of France.,"[""Paris is the capital of France."", ""Paris"", ""Paris""]",Paris is the capital of France.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.39450113969075795,0.6666666666666669,0.36391723651204555,0.5555555555555555,0.44444444444444453,YES,0.0,0.2789002279381516,PROCEED,,,,,,,,,PROCEED,PROCEED,Paris is the capital of France.,correct,False,False,False,
q002,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,"[""Gabriel García Márquez.""]",Gabriel García Márquez.,1,v2,,baseline,,,,,,,,,,,,,,,,,,,PROCEED,PROCEED,Gabriel García Márquez.,correct,False,False,False,
q002,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,"[""Gabriel García Márquez."", ""Gabriel García Márquez."", ""Gabriel García Márquez.""]",Gabriel García Márquez.,3,v2,0.34999999999999998,0.34999999999999998,0.35,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Gabriel García Márquez.,correct,False,False,False,
q002,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,"[""Gabriel García Márquez."", ""Gabriel García Márquez."", ""Gabriel García Márquez.""]",Gabriel García Márquez.,3,v2,0.39000000000000001,0.39000000000000001,0.39,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Gabriel García Márquez.,correct,False,False,False,
q002,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,"[""Gabriel García Márquez."", ""Gabriel García Márquez."", ""Gabriel García Márquez.""]",Gabriel García Márquez.,3,v2,0.41999999999999998,0.41999999999999998,0.42,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Gabriel García Márquez.,correct,False,False,False,
q002,Who wrote 'One Hundred Years of Solitude'?,"[""Gabriel García Márquez""]",Gabriel García Márquez.,Gabriel García Márquez.,"[""Gabriel García Márquez."", ""Gabriel García Márquez."", ""Gabriel García Márquez.""]",Gabriel García Márquez.,3,v2,0.42999999999999999,0.42999999999999999,0.43,0.0,0.0,0.5,1.0,0.0,YES,0.0,0.2,PROCEED,,,,,,,,,PROCEED,SILENCE,Gabriel García Márquez.,correct,False,False,False,
